product_code,customer_code,market_code,order_date,sales_qty,sales_amount,cost_price,profit,profit_margin,Revenue,Total Expense (COGS),Net Income,Total Equity,Total Assets ,Operating Income ,Gross Margin,Net Margin,Ratio of Equity,Ratio of Assets,Operating  Margin 
Prod226,Cus022,Mark002,10-10-2020,30,48056,48536.56,-480.56,-0.01,1441680,1456096.8,-14416.8,1393143.44,96592.56,1441199.44,-0.01,-1,-1.03,-14.93,99.97
Prod101,Cus022,Mark002,10-10-2020,7,1704,1380.24,323.76,0.19,11928,9661.68,2266.32,10547.76,3084.24,12251.76,0.19,19,21.49,73.48,102.71
Prod106,Cus022,Mark002,10-10-2020,53,34241,32528.95,1712.05,0.05,1814773,1724034.35,90738.65,1782244.05,66769.95,1816485.05,0.05,5,5.09,135.9,100.09
Prod119,Cus029,Mark002,10-10-2020,69,10750,9137.5,1612.5,0.15,741750,630487.5,111262.5,732612.5,19887.5,743362.5,0.15,15,15.19,559.46,100.22
Prod129,Cus002,Mark002,10-10-2020,60,15875,13970,1905,0.12,952500,838200,114300,938530,29845,954405,0.12,12,12.18,382.98,100.2
Prod198,Cus002,Mark002,10-10-2020,10,9144,6858,2286,0.25,91440,68580,22860,84582,16002,93726,0.25,25,27.03,142.86,102.5
Prod129,Cus014,Mark002,10-10-2020,6,1394,1143.08,250.92,0.18,8364,6858.48,1505.52,7220.92,2537.08,8614.92,0.18,18,20.85,59.34,103
Prod093,Cus009,Mark002,10-10-2020,13,2671,2110.09,560.91,0.21,34723,27431.17,7291.83,32612.91,4781.09,35283.91,0.21,21,22.36,152.51,101.62
Prod101,Cus004,Mark002,10-10-2020,13,4968,3527.28,1440.72,0.29,64584,45854.64,18729.36,61056.72,8495.28,66024.72,0.29,29,30.68,220.47,102.23
Prod117,Cus002,Mark002,10-10-2020,32,6713,4699.1,2013.9,0.3,214816,150371.2,64444.8,210116.9,11412.1,216829.9,0.3,30,30.67,564.71,100.94
Prod106,Cus014,Mark002,10-10-2020,7,5023,3415.64,1607.36,0.32,35161,23909.48,11251.52,31745.36,8438.64,36768.36,0.32,32,35.44,133.33,104.57
Prod117,Cus009,Mark002,10-10-2020,7,1222,1319.76,-97.76,-0.08,8554,9238.32,-684.32,7234.24,2541.76,8456.24,-0.08,-8,-9.46,-26.92,98.86
Prod226,Cus004,Mark002,10-10-2020,7,11315,10975.55,339.45,0.03,79205,76828.85,2376.15,68229.45,22290.55,79544.45,0.03,3,3.48,10.66,100.43
Prod234,Cus002,Mark002,10-10-2020,7,6579,4802.67,1776.33,0.27,46053,33618.69,12434.31,41250.33,11381.67,47829.33,0.27,27,30.14,109.25,103.86
Prod218,Cus003,Mark002,10-10-2020,108,97745,128045.95,-30300.95,-0.31,10556460,13828962.6,-3272502.6,10428414.05,225790.95,10526159.05,-0.31,-31,-31.38,-1449.35,99.71
Prod218,Cus014,Mark002,10-10-2020,7,7046,7327.84,-281.84,-0.04,49322,51294.88,-1972.88,41994.16,14373.84,49040.16,-0.04,-4,-4.7,-13.73,99.43
Prod053,Cus017,Mark011,10-10-2020,10,3014,2019.38,994.62,0.33,30140,20193.8,9946.2,28120.62,5033.38,31134.62,0.33,33,35.37,197.6,103.3
Prod098,Cus013,Mark003,10-10-2020,27,3931,4677.89,-746.89,-0.19,106137,126303.03,-20166.03,101459.11,8608.89,105390.11,-0.19,-19,-19.88,-234.25,99.3
Prod188,Cus027,Mark003,10-10-2020,5,9361,8050.46,1310.54,0.14,46805,40252.3,6552.7,38754.54,17411.46,48115.54,0.14,14,16.91,37.63,102.8
Prod099,Cus007,Mark004,10-10-2020,13,5218,5374.54,-156.54,-0.03,67834,69869.02,-2035.02,62459.46,10592.54,67677.46,-0.03,-3,-3.26,-19.21,99.77
Prod122,Cus005,Mark004,10-10-2020,24,3366,2995.74,370.26,0.11,80784,71897.76,8886.24,77788.26,6361.74,81154.26,0.11,11,11.42,139.68,100.46
Prod209,Cus005,Mark004,10-10-2020,22,5907,7442.82,-1535.82,-0.26,129954,163742.04,-33788.04,122511.18,13349.82,128418.18,-0.26,-26,-27.58,-253.1,98.82
Prod104,Cus005,Mark004,10-10-2020,21,13620,10215,3405,0.25,286020,214515,71505,275805,23835,289425,0.25,25,25.93,300,101.19
Prod099,Cus005,Mark004,10-10-2020,67,16671,20338.62,-3667.62,-0.22,1116957,1362687.54,-245730.54,1096618.38,37009.62,1113289.38,-0.22,-22,-22.41,-663.96,99.67
Prod123,Cus005,Mark004,10-10-2020,64,18056,23472.8,-5416.8,-0.3,1155584,1502259.2,-346675.2,1132111.2,41528.8,1150167.2,-0.3,-30,-30.62,-834.78,99.53
Prod216,Cus005,Mark004,10-10-2020,14,13009,9886.84,3122.16,0.24,182126,138415.76,43710.24,172239.16,22895.84,185248.16,0.24,24,25.38,190.91,101.71
Prod129,Cus005,Mark004,10-10-2020,12,5000,3800,1200,0.24,60000,45600,14400,56200,8800,61200,0.24,24,25.62,163.64,102
Prod113,Cus005,Mark004,10-10-2020,6,1588,1302.16,285.84,0.18,9528,7812.96,1715.04,8225.84,2890.16,9813.84,0.18,18,20.85,59.34,103
Prod128,Cus005,Mark004,10-10-2020,6,3704,2370.56,1333.44,0.36,22224,14223.36,8000.64,19853.44,6074.56,23557.44,0.36,36,40.3,131.71,106
Prod239,Cus005,Mark004,10-10-2020,224,10528,6948.48,3579.52,0.34,2358272,1556459.52,801812.48,2351323.52,17476.48,2361851.52,0.34,34,34.1,4587.95,100.15
Prod215,Cus005,Mark004,10-10-2020,5,4148,4065.04,82.96,0.02,20740,20325.2,414.8,16674.96,8213.04,20822.96,0.02,2,2.49,5.05,100.4
Prod213,Cus005,Mark004,10-10-2020,10,1898,1651.26,246.74,0.13,18980,16512.6,2467.4,17328.74,3549.26,19226.74,0.13,13,14.24,69.52,101.3
Prod218,Cus005,Mark004,10-10-2020,10,1694,1592.36,101.64,0.06,16940,15923.6,1016.4,15347.64,3286.36,17041.64,0.06,6,6.62,30.93,100.6
Prod280,Cus005,Mark004,10-10-2020,10,1500,1950,-450,-0.3,15000,19500,-4500,13050,3450,14550,-0.3,-30,-34.48,-130.43,97
Prod252,Cus005,Mark004,10-10-2020,40,5903,7319.72,-1416.72,-0.24,236120,292788.8,-56668.8,228800.28,13222.72,234703.28,-0.24,-24,-24.77,-428.57,99.4
Prod245,Cus005,Mark004,10-10-2020,70,6130,7478.6,-1348.6,-0.22,429100,523502,-94402,421621.4,13608.6,427751.4,-0.22,-22,-22.39,-693.69,99.69
Prod232,Cus005,Mark004,10-10-2020,7,7407,8221.77,-814.77,-0.11,51849,57552.39,-5703.39,43627.23,15628.77,51034.23,-0.11,-11,-13.07,-36.49,98.43
Prod239,Cus005,Mark004,10-10-2020,7,7694,5462.74,2231.26,0.29,53858,38239.18,15618.82,48395.26,13156.74,56089.26,0.29,29,32.27,118.71,104.14
Prod246,Cus006,Mark004,10-10-2020,11,1333,999.75,333.25,0.25,14663,10997.25,3665.75,13663.25,2332.75,14996.25,0.25,25,26.83,157.14,102.27
Prod217,Cus006,Mark004,10-10-2020,23,32005,19523.05,12481.95,0.39,736115,449030.15,287084.85,716591.95,51528.05,748596.95,0.39,39,40.06,557.14,101.7
Prod279,Cus020,Mark011,11-10-2020,1,102,62.22,39.78,0.39,102,62.22,39.78,39.78,164.22,141.78,0.39,39,100,24.22,139
Prod278,Cus020,Mark011,11-10-2020,1,102,61.2,40.8,0.4,102,61.2,40.8,40.8,163.2,142.8,0.4,40,100,25,140
Prod294,Cus020,Mark011,11-10-2020,1,102,100.98,1.02,0.01,102,100.98,1.02,1.02,202.98,103.02,0.01,1,100,0.5,101
Prod269,Cus020,Mark011,11-10-2020,1,111,145.41,-34.41,-0.31,111,145.41,-34.41,-34.41,256.41,76.59,-0.31,-31,100,-13.42,69
Prod290,Cus020,Mark011,11-10-2020,1,97,82.45,14.55,0.15,97,82.45,14.55,14.55,179.45,111.55,0.15,15,100,8.11,115
Prod280,Cus020,Mark011,11-10-2020,1,32,27.2,4.8,0.15,32,27.2,4.8,4.8,59.2,36.8,0.15,15,100,8.11,115
Prod281,Cus020,Mark011,11-10-2020,1,32,29.44,2.56,0.08,32,29.44,2.56,2.56,61.44,34.56,0.08,8,100,4.17,108
Prod295,Cus020,Mark011,11-10-2020,1,32,37.12,-5.12,-0.16,32,37.12,-5.12,-5.12,69.12,26.88,-0.16,-16,100,-7.41,84
Prod095,Cus020,Mark011,11-10-2020,1,264,229.68,34.32,0.13,264,229.68,34.32,34.32,493.68,298.32,0.13,13,100,6.95,113
Prod200,Cus020,Mark011,11-10-2020,1,46,53.82,-7.82,-0.17,46,53.82,-7.82,-7.82,99.82,38.18,-0.17,-17,100,-7.83,83
Prod297,Cus020,Mark011,11-10-2020,1,167,126.92,40.08,0.24,167,126.92,40.08,40.08,293.92,207.08,0.24,24,100,13.64,124
Prod269,Cus019,Mark011,11-10-2020,1,116,139.2,-23.2,-0.2,116,139.2,-23.2,-23.2,255.2,92.8,-0.2,-20,100,-9.09,80
Prod280,Cus019,Mark011,11-10-2020,1,32,19.52,12.48,0.39,32,19.52,12.48,12.48,51.52,44.48,0.39,39,100,24.22,139
Prod100,Cus019,Mark011,11-10-2020,1,204,155.04,48.96,0.24,204,155.04,48.96,48.96,359.04,252.96,0.24,24,100,13.64,124
Prod290,Cus019,Mark011,11-10-2020,1,204,273.36,-69.36,-0.34,204,273.36,-69.36,-69.36,477.36,134.64,-0.34,-34,100,-14.53,66
Prod296,Cus019,Mark011,11-10-2020,1,171,114.57,56.43,0.33,171,114.57,56.43,56.43,285.57,227.43,0.33,33,100,19.76,133
Prod294,Cus019,Mark011,11-10-2020,1,111,132.09,-21.09,-0.19,111,132.09,-21.09,-21.09,243.09,89.91,-0.19,-19,100,-8.68,81
Prod200,Cus019,Mark011,11-10-2020,1,46,30.36,15.64,0.34,46,30.36,15.64,15.64,76.36,61.64,0.34,34,100,20.48,134
Prod053,Cus022,Mark011,11-10-2020,1,125,162.5,-37.5,-0.3,125,162.5,-37.5,-37.5,287.5,87.5,-0.3,-30,100,-13.04,70
Prod019,Cus007,Mark004,11-10-2020,1,269,314.73,-45.73,-0.17,269,314.73,-45.73,-45.73,583.73,223.27,-0.17,-17,100,-7.83,83
Prod027,Cus007,Mark004,11-10-2020,1,537,322.2,214.8,0.4,537,322.2,214.8,214.8,859.2,751.8,0.4,40,100,25,140
Prod069,Cus007,Mark004,11-10-2020,1,213,161.88,51.12,0.24,213,161.88,51.12,51.12,374.88,264.12,0.24,24,100,13.64,124
Prod079,Cus007,Mark004,11-10-2020,1,500,625,-125,-0.25,500,625,-125,-125,1125,375,-0.25,-25,100,-11.11,75
Prod105,Cus007,Mark004,11-10-2020,1,106,77.38,28.62,0.27,106,77.38,28.62,28.62,183.38,134.62,0.27,27,100,15.61,127
Prod116,Cus007,Mark004,11-10-2020,1,102,63.24,38.76,0.38,102,63.24,38.76,38.76,165.24,140.76,0.38,38,100,23.46,138
Prod216,Cus007,Mark004,11-10-2020,1,157,193.11,-36.11,-0.23,157,193.11,-36.11,-36.11,350.11,120.89,-0.23,-23,100,-10.31,77
Prod292,Cus007,Mark004,11-10-2020,1,222,246.42,-24.42,-0.11,222,246.42,-24.42,-24.42,468.42,197.58,-0.11,-11,100,-5.21,89
Prod209,Cus007,Mark004,11-10-2020,1,134,129.98,4.02,0.03,134,129.98,4.02,4.02,263.98,138.02,0.03,3,100,1.52,103
Prod099,Cus006,Mark004,11-10-2020,1,306,348.84,-42.84,-0.14,306,348.84,-42.84,-42.84,654.84,263.16,-0.14,-14,100,-6.54,86
Prod105,Cus006,Mark004,11-10-2020,1,218,178.76,39.24,0.18,218,178.76,39.24,39.24,396.76,257.24,0.18,18,100,9.89,118
Prod137,Cus006,Mark004,11-10-2020,1,250,300,-50,-0.2,250,300,-50,-50,550,200,-0.2,-20,100,-9.09,80
Prod194,Cus006,Mark004,11-10-2020,1,231,288.75,-57.75,-0.25,231,288.75,-57.75,-57.75,519.75,173.25,-0.25,-25,100,-11.11,75
Prod217,Cus006,Mark004,11-10-2020,1,1833,1301.43,531.57,0.29,1833,1301.43,531.57,531.57,3134.43,2364.57,0.29,29,100,16.96,129
Prod220,Cus006,Mark004,11-10-2020,1,963,654.84,308.16,0.32,963,654.84,308.16,308.16,1617.84,1271.16,0.32,32,100,19.05,132
Prod233,Cus006,Mark004,11-10-2020,1,981,1177.2,-196.2,-0.2,981,1177.2,-196.2,-196.2,2158.2,784.8,-0.2,-20,100,-9.09,80
Prod102,Cus006,Mark004,11-10-2020,1,301,222.74,78.26,0.26,301,222.74,78.26,78.26,523.74,379.26,0.26,26,100,14.94,126
Prod126,Cus005,Mark004,11-10-2020,1,42,25.62,16.38,0.39,42,25.62,16.38,16.38,67.62,58.38,0.39,39,100,24.22,139
Prod105,Cus005,Mark004,11-10-2020,1,208,249.6,-41.6,-0.2,208,249.6,-41.6,-41.6,457.6,166.4,-0.2,-20,100,-9.09,80
Prod290,Cus005,Mark004,11-10-2020,1,315,415.8,-100.8,-0.32,315,415.8,-100.8,-100.8,730.8,214.2,-0.32,-32,100,-13.79,68
Prod274,Cus005,Mark004,11-10-2020,1,269,252.86,16.14,0.06,269,252.86,16.14,16.14,521.86,285.14,0.06,6,100,3.09,106
Prod298,Cus005,Mark004,11-10-2020,1,426,298.2,127.8,0.3,426,298.2,127.8,127.8,724.2,553.8,0.3,30,100,17.65,130
Prod297,Cus005,Mark004,11-10-2020,1,310,213.9,96.1,0.31,310,213.9,96.1,96.1,523.9,406.1,0.31,31,100,18.34,131
Prod265,Cus005,Mark004,11-10-2020,1,394,319.14,74.86,0.19,394,319.14,74.86,74.86,713.14,468.86,0.19,19,100,10.5,119
Prod267,Cus005,Mark004,11-10-2020,1,421,395.74,25.26,0.06,421,395.74,25.26,25.26,816.74,446.26,0.06,6,100,3.09,106
Prod276,Cus005,Mark004,11-10-2020,1,352,309.76,42.24,0.12,352,309.76,42.24,42.24,661.76,394.24,0.12,12,100,6.38,112
Prod278,Cus005,Mark004,11-10-2020,1,407,288.97,118.03,0.29,407,288.97,118.03,118.03,695.97,525.03,0.29,29,100,16.96,129
Prod279,Cus005,Mark004,11-10-2020,1,486,641.52,-155.52,-0.32,486,641.52,-155.52,-155.52,1127.52,330.48,-0.32,-32,100,-13.79,68
Prod281,Cus005,Mark004,11-10-2020,1,171,136.8,34.2,0.2,171,136.8,34.2,34.2,307.8,205.2,0.2,20,100,11.11,120
Prod292,Cus005,Mark004,11-10-2020,1,796,851.72,-55.72,-0.07,796,851.72,-55.72,-55.72,1647.72,740.28,-0.07,-7,100,-3.38,93
Prod246,Cus005,Mark004,11-10-2020,1,116,100.92,15.08,0.13,116,100.92,15.08,15.08,216.92,131.08,0.13,13,100,6.95,113
Prod263,Cus005,Mark004,11-10-2020,1,79,103.49,-24.49,-0.31,79,103.49,-24.49,-24.49,182.49,54.51,-0.31,-31,100,-13.42,69
Prod271,Cus005,Mark004,11-10-2020,1,296,307.84,-11.84,-0.04,296,307.84,-11.84,-11.84,603.84,284.16,-0.04,-4,100,-1.96,96
Prod285,Cus005,Mark004,11-10-2020,1,157,111.47,45.53,0.29,157,111.47,45.53,45.53,268.47,202.53,0.29,29,100,16.96,129
Prod280,Cus005,Mark004,11-10-2020,1,60,46.8,13.2,0.22,60,46.8,13.2,13.2,106.8,73.2,0.22,22,100,12.36,122
Prod128,Cus005,Mark004,11-10-2020,1,250,317.5,-67.5,-0.27,250,317.5,-67.5,-67.5,567.5,182.5,-0.27,-27,100,-11.89,73
Prod129,Cus005,Mark004,11-10-2020,1,83,83.83,-0.83,-0.01,83,83.83,-0.83,-0.83,166.83,82.17,-0.01,-1,100,-0.5,99
Prod117,Cus005,Mark004,11-10-2020,1,106,93.28,12.72,0.12,106,93.28,12.72,12.72,199.28,118.72,0.12,12,100,6.38,112
Prod269,Cus005,Mark004,11-10-2020,1,106,117.66,-11.66,-0.11,106,117.66,-11.66,-11.66,223.66,94.34,-0.11,-11,100,-5.21,89
Prod187,Cus005,Mark004,11-10-2020,1,185,199.8,-14.8,-0.08,185,199.8,-14.8,-14.8,384.8,170.2,-0.08,-8,100,-3.85,92
Prod270,Cus005,Mark004,11-10-2020,1,185,162.8,22.2,0.12,185,162.8,22.2,22.2,347.8,207.2,0.12,12,100,6.38,112
Prod134,Cus005,Mark004,11-10-2020,1,125,75,50,0.4,125,75,50,50,200,175,0.4,40,100,25,140
Prod295,Cus005,Mark004,11-10-2020,1,125,128.75,-3.75,-0.03,125,128.75,-3.75,-3.75,253.75,121.25,-0.03,-3,100,-1.48,97
Prod103,Cus005,Mark004,11-10-2020,1,125,123.75,1.25,0.01,125,123.75,1.25,1.25,248.75,126.25,0.01,1,100,0.5,101
Prod123,Cus005,Mark004,11-10-2020,1,65,72.8,-7.8,-0.12,65,72.8,-7.8,-7.8,137.8,57.2,-0.12,-12,100,-5.66,88
Prod122,Cus005,Mark004,11-10-2020,1,93,111.6,-18.6,-0.2,93,111.6,-18.6,-18.6,204.6,74.4,-0.2,-20,100,-9.09,80
Prod294,Cus005,Mark004,11-10-2020,1,139,97.3,41.7,0.3,139,97.3,41.7,41.7,236.3,180.7,0.3,30,100,17.65,130
Prod116,Cus005,Mark004,11-10-2020,1,139,130.66,8.34,0.06,139,130.66,8.34,8.34,269.66,147.34,0.06,6,100,3.09,106
Prod118,Cus003,Mark003,11-10-2020,1,88,65.12,22.88,0.26,88,65.12,22.88,22.88,153.12,110.88,0.26,26,100,14.94,126
Prod021,Cus003,Mark003,11-10-2020,1,764,511.88,252.12,0.33,764,511.88,252.12,252.12,1275.88,1016.12,0.33,33,100,19.76,133
Prod039,Cus003,Mark003,11-10-2020,1,806,1007.5,-201.5,-0.25,806,1007.5,-201.5,-201.5,1813.5,604.5,-0.25,-25,100,-11.11,75
Prod098,Cus003,Mark003,11-10-2020,1,176,174.24,1.76,0.01,176,174.24,1.76,1.76,350.24,177.76,0.01,1,100,0.5,101
Prod060,Cus003,Mark003,11-10-2020,1,287,180.81,106.19,0.37,287,180.81,106.19,106.19,467.81,393.19,0.37,37,100,22.7,137
Prod212,Cus003,Mark003,11-10-2020,1,921,847.32,73.68,0.08,921,847.32,73.68,73.68,1768.32,994.68,0.08,8,100,4.17,108
Prod218,Cus003,Mark003,11-10-2020,1,745,566.2,178.8,0.24,745,566.2,178.8,178.8,1311.2,923.8,0.24,24,100,13.64,124
Prod207,Cus003,Mark003,11-10-2020,1,306,410.04,-104.04,-0.34,306,410.04,-104.04,-104.04,716.04,201.96,-0.34,-34,100,-14.53,66
Prod212,Cus010,Mark003,11-10-2020,1,495,420.75,74.25,0.15,495,420.75,74.25,74.25,915.75,569.25,0.15,15,100,8.11,115
Prod237,Cus010,Mark003,11-10-2020,1,2398,2182.18,215.82,0.09,2398,2182.18,215.82,215.82,4580.18,2613.82,0.09,9,100,4.71,109
Prod188,Cus010,Mark003,11-10-2020,1,1912,1223.68,688.32,0.36,1912,1223.68,688.32,688.32,3135.68,2600.32,0.36,36,100,21.95,136
Prod065,Cus035,Mark003,11-10-2020,1,250,300,-50,-0.2,250,300,-50,-50,550,200,-0.2,-20,100,-9.09,80
Prod106,Cus028,Mark003,11-10-2020,1,569,426.75,142.25,0.25,569,426.75,142.25,142.25,995.75,711.25,0.25,25,100,14.29,125
Prod133,Cus035,Mark003,11-10-2020,1,778,474.58,303.42,0.39,778,474.58,303.42,303.42,1252.58,1081.42,0.39,39,100,24.22,139
Prod226,Cus028,Mark003,11-10-2020,1,741,904.02,-163.02,-0.22,741,904.02,-163.02,-163.02,1645.02,577.98,-0.22,-22,100,-9.91,78
Prod106,Cus006,Mark007,11-10-2020,1,782,703.8,78.2,0.1,782,703.8,78.2,78.2,1485.8,860.2,0.1,10,100,5.26,110
Prod106,Cus036,Mark007,11-10-2020,1,1060,996.4,63.6,0.06,1060,996.4,63.6,63.6,2056.4,1123.6,0.06,6,100,3.09,106
Prod212,Cus036,Mark007,11-10-2020,1,2282,3080.7,-798.7,-0.35,2282,3080.7,-798.7,-798.7,5362.7,1483.3,-0.35,-35,100,-14.89,65
Prod106,Cus035,Mark007,11-10-2020,1,463,601.9,-138.9,-0.3,463,601.9,-138.9,-138.9,1064.9,324.1,-0.3,-30,100,-13.04,70
Prod234,Cus037,Mark007,11-10-2020,1,907,1106.54,-199.54,-0.22,907,1106.54,-199.54,-199.54,2013.54,707.46,-0.22,-22,100,-9.91,78
Prod105,Cus037,Mark007,11-10-2020,1,74,54.02,19.98,0.27,74,54.02,19.98,19.98,128.02,93.98,0.27,27,100,15.61,127
Prod129,Cus037,Mark007,11-10-2020,1,620,824.6,-204.6,-0.33,620,824.6,-204.6,-204.6,1444.6,415.4,-0.33,-33,100,-14.16,67
Prod106,Cus037,Mark007,11-10-2020,1,569,392.61,176.39,0.31,569,392.61,176.39,176.39,961.61,745.39,0.31,31,100,18.34,131
Prod105,Cus008,Mark002,11-10-2020,1,148,187.96,-39.96,-0.27,148,187.96,-39.96,-39.96,335.96,108.04,-0.27,-27,100,-11.89,73
Prod117,Cus008,Mark002,11-10-2020,1,153,162.18,-9.18,-0.06,153,162.18,-9.18,-9.18,315.18,143.82,-0.06,-6,100,-2.91,94
Prod234,Cus008,Mark002,11-10-2020,1,583,606.32,-23.32,-0.04,583,606.32,-23.32,-23.32,1189.32,559.68,-0.04,-4,100,-1.96,96
Prod101,Cus002,Mark005,11-10-2020,1,153,171.36,-18.36,-0.12,153,171.36,-18.36,-18.36,324.36,134.64,-0.12,-12,100,-5.66,88
Prod113,Cus002,Mark005,11-10-2020,1,185,123.95,61.05,0.33,185,123.95,61.05,61.05,308.95,246.05,0.33,33,100,19.76,133
Prod122,Cus002,Mark005,11-10-2020,1,88,96.8,-8.8,-0.1,88,96.8,-8.8,-8.8,184.8,79.2,-0.1,-10,100,-4.76,90
Prod252,Cus002,Mark005,11-10-2020,1,148,99.16,48.84,0.33,148,99.16,48.84,48.84,247.16,196.84,0.33,33,100,19.76,133
Prod263,Cus002,Mark005,11-10-2020,1,134,138.02,-4.02,-0.03,134,138.02,-4.02,-4.02,272.02,129.98,-0.03,-3,100,-1.48,97
Prod264,Cus002,Mark005,11-10-2020,1,231,311.85,-80.85,-0.35,231,311.85,-80.85,-80.85,542.85,150.15,-0.35,-35,100,-14.89,65
Prod267,Cus002,Mark005,11-10-2020,1,241,286.79,-45.79,-0.19,241,286.79,-45.79,-45.79,527.79,195.21,-0.19,-19,100,-8.68,81
Prod270,Cus002,Mark005,11-10-2020,1,148,173.16,-25.16,-0.17,148,173.16,-25.16,-25.16,321.16,122.84,-0.17,-17,100,-7.83,83
Prod271,Cus002,Mark005,11-10-2020,1,250,202.5,47.5,0.19,250,202.5,47.5,47.5,452.5,297.5,0.19,19,100,10.5,119
Prod278,Cus002,Mark005,11-10-2020,1,231,256.41,-25.41,-0.11,231,256.41,-25.41,-25.41,487.41,205.59,-0.11,-11,100,-5.21,89
Prod279,Cus002,Mark005,11-10-2020,1,463,287.06,175.94,0.38,463,287.06,175.94,175.94,750.06,638.94,0.38,38,100,23.46,138
Prod280,Cus002,Mark005,11-10-2020,1,120,127.2,-7.2,-0.06,120,127.2,-7.2,-7.2,247.2,112.8,-0.06,-6,100,-2.91,94
Prod286,Cus002,Mark005,11-10-2020,1,319,200.97,118.03,0.37,319,200.97,118.03,118.03,519.97,437.03,0.37,37,100,22.7,137
Prod288,Cus002,Mark005,11-10-2020,1,130,158.6,-28.6,-0.22,130,158.6,-28.6,-28.6,288.6,101.4,-0.22,-22,100,-9.91,78
Prod292,Cus002,Mark005,11-10-2020,1,426,558.06,-132.06,-0.31,426,558.06,-132.06,-132.06,984.06,293.94,-0.31,-31,100,-13.42,69
Prod294,Cus002,Mark005,11-10-2020,1,148,113.96,34.04,0.23,148,113.96,34.04,34.04,261.96,182.04,0.23,23,100,12.99,123
Prod295,Cus002,Mark005,11-10-2020,1,181,191.86,-10.86,-0.06,181,191.86,-10.86,-10.86,372.86,170.14,-0.06,-6,100,-2.91,94
Prod297,Cus002,Mark005,11-10-2020,1,255,153,102,0.4,255,153,102,102,408,357,0.4,40,100,25,140
Prod200,Cus002,Mark005,11-10-2020,1,111,95.46,15.54,0.14,111,95.46,15.54,15.54,206.46,126.54,0.14,14,100,7.53,114
Prod102,Cus002,Mark005,11-10-2020,1,111,113.22,-2.22,-0.02,111,113.22,-2.22,-2.22,224.22,108.78,-0.02,-2,100,-0.99,98
Prod216,Cus002,Mark005,11-10-2020,1,370,366.3,3.7,0.01,370,366.3,3.7,3.7,736.3,373.7,0.01,1,100,0.5,101
Prod281,Cus002,Mark005,11-10-2020,1,60,73.8,-13.8,-0.23,60,73.8,-13.8,-13.8,133.8,46.2,-0.23,-23,100,-10.31,77
Prod094,Cus003,Mark014,11-10-2020,1,79,57.67,21.33,0.27,79,57.67,21.33,21.33,136.67,100.33,0.27,27,100,15.61,127
Prod105,Cus003,Mark014,11-10-2020,1,97,122.22,-25.22,-0.26,97,122.22,-25.22,-25.22,219.22,71.78,-0.26,-26,100,-11.5,74
Prod105,Cus035,Mark007,11-10-2020,2,843,876.72,-33.72,-0.04,1686,1753.44,-67.44,809.28,1719.72,1652.28,-0.04,-4,-8.33,-3.92,98
Prod093,Cus035,Mark007,11-10-2020,2,662,443.54,218.46,0.33,1324,887.08,436.92,880.46,1105.54,1542.46,0.33,33,49.62,39.52,116.5
Prod234,Cus035,Mark007,11-10-2020,2,2287,1578.03,708.97,0.31,4574,3156.06,1417.94,2995.97,3865.03,5282.97,0.31,31,47.33,36.69,115.5
Prod053,Cus036,Mark007,11-10-2020,2,634,735.44,-101.44,-0.16,1268,1470.88,-202.88,532.56,1369.44,1166.56,-0.16,-16,-38.1,-14.81,92
Prod053,Cus037,Mark007,11-10-2020,2,634,386.74,247.26,0.39,1268,773.48,494.52,881.26,1020.74,1515.26,0.39,39,56.12,48.45,119.5
Prod252,Cus006,Mark004,11-10-2020,2,333,349.65,-16.65,-0.05,666,699.3,-33.3,316.35,682.65,649.35,-0.05,-5,-10.53,-4.88,97.5
Prod283,Cus005,Mark004,11-10-2020,2,218,211.46,6.54,0.03,436,422.92,13.08,224.54,429.46,442.54,0.03,3,5.83,3.05,101.5
Prod286,Cus005,Mark004,11-10-2020,2,296,340.4,-44.4,-0.15,592,680.8,-88.8,251.6,636.4,547.6,-0.15,-15,-35.29,-13.95,92.5
Prod200,Cus005,Mark004,11-10-2020,2,167,133.6,33.4,0.2,334,267.2,66.8,200.4,300.6,367.4,0.2,20,33.33,22.22,110
Prod134,Cus019,Mark011,11-10-2020,2,542,710.02,-168.02,-0.31,1084,1420.04,-336.04,373.98,1252.02,915.98,-0.31,-31,-89.86,-26.84,84.5
Prod270,Cus019,Mark011,11-10-2020,2,963,1145.97,-182.97,-0.19,1926,2291.94,-365.94,780.03,2108.97,1743.03,-0.19,-19,-46.91,-17.35,90.5
Prod053,Cus020,Mark011,11-10-2020,3,750,855,-105,-0.14,2250,2565,-315,1395,1605,2145,-0.14,-14,-22.58,-19.63,95.33
Prod021,Cus027,Mark003,11-10-2020,3,10736,6441.6,4294.4,0.4,32208,19324.8,12883.2,25766.4,17177.6,36502.4,0.4,40,50,75,113.33
Prod226,Cus004,Mark003,11-10-2020,3,9528,9909.12,-381.12,-0.04,28584,29727.36,-1143.36,18674.88,19437.12,28202.88,-0.04,-4,-6.12,-5.88,98.67
Prod021,Cus010,Mark003,11-10-2020,3,8213,10676.9,-2463.9,-0.3,24639,32030.7,-7391.7,13962.1,18889.9,22175.1,-0.3,-30,-52.94,-39.13,90
Prod133,Cus010,Mark003,11-10-2020,3,3319,2522.44,796.56,0.24,9957,7567.32,2389.68,7434.56,5841.44,10753.56,0.24,24,32.14,40.91,108
